PmElx9ZVByw,1235,0.518,0.151,0.950,0.818,0,288
vfjywN5CN0Y,1301,0.250,0.089,0.984,0.982,0,91
053oq2xB3oU,1148,0.461,0.331,0.766,0.752,0,372
iSlDMboCSao,1695,0.423,0.258,0.620,0.989,0,284
zlVkeKC6Ha8,1634,0.125,0.407,0.460,0.825,0,172
AYebXQ8eUkM,1621,0.475,0.115,0.994,0.875,0,282
uwW0ejeosmk,1778,0.757,0.206,0.948,0.956,0,855
J4bt4y9ShTA,0909,0.464,0.229,0.567,0.738,0,10
5YPjcdLbs5g,1744,0.277,0.473,0.341,0.713,0,236
XglAvHaEtHY,1133,0.038,0.207,0.113,0.538,0,250
cKA-qeZuH_w,1127,0.493,0.095,0.956,0.970,0,247
xmqSaQPzL1E,0935,0.545,0.355,0.690,0.823,0,3
rk8Xm0EAOWs,1410,0.099,0.128,0.457,0.912,0,199
tNpZtigMc4g,1720,0.035,0.061,0.459,0.989,0,316
phrYEKv0rmw,1179,0.000,0.296,0.136,0.591,0,217
qBUu7cy-5Iw,1120,0.694,0.426,0.979,0.996,0,50
xO4ABy2iOQA,1102,0.008,0.498,0.258,0.982,0,180
tjqCzVjojCo,1714,0.057,0.231,0.356,0.654,0,189
yvgCGJ6vfkY,1020,0.104,0.072,0.666,0.987,0,85
Db19rWN5BGo,1605,0.503,0.018,1.000,0.982,0,398
wEAeql4z1O0,1535,0.174,0.269,0.398,0.890,0,263
0wBYFahr3uI,1721,0.224,0.476,0.392,0.874,0,325
aMYcLyh9OhU,1714,0.018,0.361,0.311,0.968,0,327
Riu4ZKk4YdQ,1105,0.435,0.227,0.639,0.776,0,58
jqZpiHlJUig,0995,0.156,0.450,0.498,0.985,0,85
Rm518TUhbRY,1689,0.322,0.316,0.400,0.735,0,258
wogRuPNBUi8,1790,0.194,0.215,0.385,0.507,0,366
SHBMiL5f_3Q,1575,0.450,0.099,1.000,0.995,0,232
9tyiDEYiWiA,1426,0.044,0.022,0.885,0.985,0,178
N1K2bEZLL_A,1154,0.753,0.029,1.000,0.980,0,62
T-Fc9ctuNVI,0957,0.621,0.207,0.837,0.712,0,40
XglAvHaEtHY,1189,0.527,0.316,0.819,0.853,0,315
miB-wo2PfLI,1150,0.334,0.189,0.735,0.989,0,105
g1wyIcLPbq0,1311,0.060,0.131,0.799,0.991,0,248
4gVsDd8PV9U,1262,0.326,0.322,0.411,0.564,0,172
Gt61_Yekkgc,1079,0.349,0.116,0.751,0.912,0,79
kplbKz3_fZk,1208,0.064,0.062,0.792,1.000,0,256
_mAfwH6i90E,1684,0.711,0.471,0.776,0.641,0,576
cLiJgvrDlWw,1785,0.167,0.160,0.600,0.974,0,417
5milLu-6bWI,1284,0.134,0.274,0.901,0.940,0,95
Db19rWN5BGo,1202,0.714,0.185,0.995,0.997,0,120
2E_e8JlvTlg,1316,0.004,0.216,0.764,0.980,0,166
qpoWHELxL-4,1301,0.151,0.256,0.267,0.569,0,236
YYWdB7h1INo,1467,0.524,0.411,0.716,0.954,0,202
wEAeql4z1O0,0984,0.887,0.475,0.997,0.868,0,44
r2llOyS-BmE,1058,0.092,0.082,0.858,0.966,0,77
Hi8QeP_VPu0,1478,0.402,0.025,0.963,0.969,0,187
kMy-6RtoOVU,1171,0.110,0.182,0.256,0.995,0,92
OfMdakd4bHI,1680,0.121,0.113,0.350,0.627,0,473
Feu1_8NazPE,1652,0.189,0.168,0.773,0.887,0,301
jqZpiHlJUig,1077,0.723,0.534,0.826,0.772,0,240
T26G6_AjJZ4,1588,0.055,0.000,0.813,1.000,0,459
BCiuXAuCKAU,1435,0.050,0.042,1.000,1.000,0,183
7YpF6DntOYw,0943,0.287,0.198,0.861,0.978,0,62
N1K2bEZLL_A,1155,0.329,0.223,0.596,0.982,0,53
rCb9-U4TArw,1591,0.274,0.004,0.848,0.954,0,248
TCmNvNLRWrc,1545,0.471,0.290,0.975,0.986,0,432
5LrOQEt_XVM,1501,0.108,0.273,0.177,0.509,0,245
0f39OWEqJ24,1639,0.007,0.330,0.308,0.985,0,269
QMwT7DFA5O4,1582,0.059,0.089,0.966,0.993,0,198
t1LXrJOvPDg,1680,0.344,0.205,0.889,0.977,0,373
tEoJW9ycmSY,1043,0.374,0.144,1.000,1.000,0,50
XglAvHaEtHY,1304,0.163,0.208,0.659,0.834,0,405
Ecivp8t3MdY,1742,0.232,0.172,0.857,1.000,0,265
SHBMiL5f_3Q,1259,0.413,0.345,0.529,0.606,0,88
F3dPH6Xqf5M,1710,0.241,0.257,0.379,0.669,0,368
GBXK_SyfisM,1254,0.369,0.339,0.476,0.634,0,364
uwW0ejeosmk,1443,0.435,0.085,0.973,0.989,0,453
VRlpH1MbWUw,1315,0.379,0.126,0.885,0.802,0,130
x-6CtPWVi6E,0935,0.372,0.070,0.993,0.957,0,16
vfjywN5CN0Y,1694,0.004,0.014,0.239,0.512,0,246
pieVIsGmLsc,1049,0.237,0.093,0.755,0.886,0,65
oITFHwzfw_k,1284,0.178,0.087,0.983,0.990,0,328
z3kgrh0L_80,1392,0.212,0.013,0.924,1.000,0,285
N7baJsMszJ0,1302,0.000,0.037,0.390,0.967,0,432
JNb4nWexD0I,1418,0.009,0.184,0.557,0.969,0,107
T-Fc9ctuNVI,0962,0.728,0.172,0.971,0.985,0,46
IKdBLciu_-A,1154,0.394,0.191,0.763,0.965,0,118
dMH8L7mqCNI,1171,0.597,0.117,0.852,0.969,0,59
xO4ABy2iOQA,1165,0.484,0.317,0.879,0.986,0,229
oITFHwzfw_k,1072,0.002,0.000,0.842,1.000,0,155
XglAvHaEtHY,1492,0.034,0.180,0.097,0.430,0,638
qrkff49p4E4,1068,0.007,0.021,0.959,0.984,0,59
8VZEwOCQ8bc,1494,0.246,0.113,1.000,0.982,0,123
Riu4ZKk4YdQ,1630,0.048,0.140,0.891,0.891,0,158
fGgnNCbXZ20,1006,0.593,0.024,0.990,0.959,0,22
jgAwJ0RqmYg,1372,0.053,0.051,0.769,0.953,0,84
fNcxxBjEOgw,1147,0.549,0.245,0.996,0.990,0,199
LrDT25hmApw,1745,0.477,0.153,0.727,0.874,0,323
kLDpP9QEVBs,1561,0.403,0.292,0.765,0.716,0,307
oWhvucAskhk,1493,0.692,0.099,1.000,1.000,0,602
y7ncweROe9U,1795,0.147,0.164,0.985,1.000,0,562
T-Fc9ctuNVI,1641,0.607,0.136,0.965,0.991,0,460
x-6CtPWVi6E,0935,0.372,0.070,0.993,0.957,0,16
HJzgJ9ZjvJk,1759,0.495,0.001,0.991,0.870,0,337
qsTqtWVVSLM,1654,0.217,0.048,0.857,0.978,0,265
ri4P2enZT9o,0990,0.164,0.148,0.439,0.962,0,27
Feu1_8NazPE,1057,0.304,0.228,0.401,0.763,0,96
_ithRWANKB0,1290,0.342,0.096,0.844,0.995,0,435
mkcDANJjDcM,0995,0.049,0.000,0.725,0.989,0,22
rUYsoIIE37A,1482,0.495,0.299,0.694,0.615,0,487
VsYPP2I0aUQ,1674,0.323,0.184,0.717,0.983,0,188
pieVIsGmLsc,1281,0.267,0.168,0.309,0.342,0,166
Feu1_8NazPE,1464,0.062,0.147,0.423,0.871,0,233
Kb1fduj-jdY,1163,0.085,0.240,0.140,0.455,0,376
xO4ABy2iOQA,0964,0.233,0.150,0.988,1.000,0,27
t1LXrJOvPDg,1245,0.392,0.244,0.591,0.903,0,160
-XpUuIgyUHE,1705,0.149,0.071,0.971,0.938,0,508
U_WzY2k8IBM,1520,0.228,0.169,0.521,0.813,0,283
E7JcKooKVsM,1534,0.264,0.070,1.000,0.992,0,157
XglAvHaEtHY,0963,0.392,0.447,0.455,0.747,0,48
uzPI7FcF79U,1578,0.274,0.198,0.459,0.603,0,174
lT1zdTL-3SM,1607,0.253,0.588,0.333,0.855,0,357
bAVXp1oGjHA,1413,0.229,0.057,0.622,0.952,0,197
K_SpqDJnlps,1008,0.499,0.171,0.832,0.981,0,38
y7ncweROe9U,1031,0.363,0.153,0.786,0.987,0,41
9IF8uTRrWAM,1456,0.000,0.520,0.248,0.978,0,195
phrYEKv0rmw,1506,0.498,0.245,0.840,0.884,0,343
qBUu7cy-5Iw,1557,0.447,0.268,0.633,0.513,0,146
_ithRWANKB0,1334,0.015,0.033,0.587,0.988,0,484
xmqSaQPzL1E,1560,0.494,0.421,0.576,0.715,0,202
fGgnNCbXZ20,1124,0.051,0.111,0.624,0.970,0,73
bSZiZ4rOC7c,1499,0.410,0.165,0.921,0.892,0,282
kAsz-76DTDE,1749,0.376,0.212,0.905,0.767,0,491
ZxQn8HVmXsY,1739,0.451,0.429,0.533,0.687,0,434
9QbzS8bZXFE,1560,0.025,0.122,0.831,0.904,0,150
sUVhd0YTKgw,1360,0.496,0.375,0.956,0.989,0,313
0f39OWEqJ24,1013,0.723,0.273,0.890,0.648,0,41
AN07xQokfiE,1798,0.269,0.030,0.979,0.966,0,209
xp67EC-Hvwk,1629,0.257,0.502,0.724,0.859,0,254
UsLnxI_zGpY,1671,0.249,0.117,0.984,0.990,0,612
tt0t_a1EDCE,1554,0.122,0.144,0.653,0.957,0,207
LrDT25hmApw,1217,0.012,0.135,0.427,0.940,0,47
bSZiZ4rOC7c,1722,0.239,0.173,0.849,0.883,0,380
QotkBTEePI8,0958,0.545,0.021,0.942,0.976,0,25
g1wyIcLPbq0,1556,0.660,0.583,0.740,0.899,0,393
pGP_oIdKmRY,1158,0.206,0.285,0.493,0.935,0,76
IuPC-z-M9u8,1345,0.148,0.017,0.922,0.969,0,185
kMy-6RtoOVU,1729,0.010,0.244,0.398,0.994,0,377
kLDpP9QEVBs,1421,0.005,0.128,0.465,0.876,0,277
8aMv-ZGD4ic,1426,0.164,0.158,0.483,0.915,0,85
xO4ABy2iOQA,1527,0.397,0.408,0.546,0.646,0,441
T26G6_AjJZ4,0921,0.420,0.198,0.962,0.989,0,21
sUVhd0YTKgw,1154,0.044,0.482,0.239,0.973,0,181
kplbKz3_fZk,1210,0.061,0.057,0.804,1.000,0,256
xp67EC-Hvwk,1587,0.143,0.223,0.373,0.977,0,242
9HOMUW7QNFc,1432,0.456,0.028,1.000,0.995,0,275
xO4ABy2iOQA,1616,0.482,0.221,0.981,0.991,0,589
aDEYi1OG0vU,1085,0.494,0.330,0.647,0.946,0,71
WlgxRNCHQzw,1321,0.353,0.170,0.898,0.979,0,134
y7ncweROe9U,1024,0.119,0.221,0.490,0.983,0,40
_-Z6wFjXtGQ,1210,0.017,0.187,0.313,0.962,0,116
Db19rWN5BGo,1385,0.183,0.043,0.404,0.961,0,227
jI0HIlSsa3s,1272,0.000,0.000,0.600,0.966,0,179
VRlpH1MbWUw,1711,0.103,0.392,0.293,0.785,0,273
_-Z6wFjXtGQ,0942,0.448,0.169,0.807,1.000,0,1
KWoSGtglCms,1482,0.498,0.154,0.773,0.647,0,260
_Ca3gOdOHxU,1226,0.483,0.542,0.706,0.963,0,538
_-Z6wFjXtGQ,1499,0.639,0.224,0.831,0.858,0,312
fNcxxBjEOgw,1157,0.493,0.269,0.611,0.741,0,211
rk8Xm0EAOWs,1125,0.484,0.119,0.728,0.907,0,85
PmElx9ZVByw,1293,0.062,0.122,0.401,0.882,0,308
N5UD8FGzDek,1502,0.759,0.182,1.000,0.919,0,332
y7ncweROe9U,1558,0.551,0.449,0.776,0.997,0,469
TcB0IFBwk-k,1036,0.044,0.484,0.230,0.970,0,47
2FIHxnZKg6A,1247,0.016,0.165,0.461,0.873,0,140
WKqbLbU68wU,1179,0.169,0.011,0.792,0.984,0,91
CrlfWnsS7ac,1342,0.469,0.103,0.728,0.747,0,194
fGgnNCbXZ20,0938,0.103,0.007,1.000,0.986,0,1
5YPjcdLbs5g,1140,0.007,0.138,0.243,0.855,0,71
zR725veL-DI,1379,0.566,0.134,0.821,0.975,0,186
Hi8QeP_VPu0,0920,0.004,0.110,0.372,0.989,0,1
3IOE-Q3UWdA,1779,0.076,0.135,0.255,0.769,0,661
9HOMUW7QNFc,0988,0.460,0.140,0.965,0.975,0,37
LIavUJVrXaI,1064,0.502,0.196,0.882,0.987,0,26
XV_FF3WC7kA,1756,0.594,0.346,0.700,0.644,0,544
YYWdB7h1INo,0929,0.569,0.102,0.890,0.993,0,1
hbYvDvJrpNk,1443,0.485,0.195,0.555,0.789,0,712
phVLLTMzmKk,1052,0.083,0.039,1.000,0.981,0,66
N1K2bEZLL_A,1412,0.070,0.055,0.978,1.000,0,151
J4bt4y9ShTA,1415,0.225,0.328,0.502,0.973,0,229
QD3L10bUnBo,1787,0.161,0.081,0.955,0.927,0,248
oITFHwzfw_k,1176,0.031,0.431,0.301,0.986,0,269
-FaXLcSFjUI,1114,0.164,0.055,0.922,0.975,0,56
aMYcLyh9OhU,1659,0.484,0.206,0.930,0.878,0,287
b5pRYl_djbs,1447,0.195,0.053,0.558,0.953,0,275
wEAeql4z1O0,1000,0.528,0.126,0.912,0.878,0,51
lT1zdTL-3SM,1155,0.444,0.284,0.821,0.725,0,141
mkcDANJjDcM,1694,0.000,0.000,0.665,0.997,0,304
5milLu-6bWI,1181,0.365,0.119,0.765,0.968,0,80
piYxcrMxVPw,1647,0.007,0.002,0.326,0.989,0,533
2E_e8JlvTlg,1228,0.879,0.428,0.955,0.689,0,102
2fwni_Kjf2M,1785,0.043,0.049,0.516,0.985,0,243
1ReZIMmD_8E,1101,0.541,0.266,0.679,0.440,0,32
VsYPP2I0aUQ,0915,0.416,0.000,0.785,0.975,0,0
2qQs3Y9OJX0,1554,0.500,0.092,0.985,0.982,0,621
aDEYi1OG0vU,0988,0.508,0.139,0.676,0.750,0,39
X5wWhZ2r9kc,0973,0.459,0.369,0.819,0.887,0,14
yvgCGJ6vfkY,0903,0.022,0.099,0.203,1.000,0,1
KIy2a-nejxg,1375,0.024,0.161,0.174,0.989,0,172
O5m_0Yay4EU,1798,0.227,0.163,0.453,0.848,0,260
HVAmkvLrthQ,1243,0.469,0.248,0.681,0.774,0,244
LIavUJVrXaI,0948,0.532,0.280,0.867,0.773,0,10
XV_FF3WC7kA,1188,0.621,0.342,0.826,0.854,0,229
PmElx9ZVByw,1454,0.001,0.139,0.615,0.898,0,326
N1K2bEZLL_A,0976,0.415,0.204,0.559,0.856,0,28
4Y5qi1gD2Sw,1181,0.224,0.269,0.611,0.908,0,96
Ma2hgTmveKQ,1316,0.119,0.350,0.195,0.738,0,139
-5KQ66BBWC4,0918,0.661,0.244,0.904,0.958,0,26
7YpF6DntOYw,1403,0.592,0.505,0.996,0.998,0,264
tt0t_a1EDCE,1183,0.684,0.359,0.979,0.942,0,73
N0Dt9i9IUNg,1228,0.281,0.122,0.997,0.995,0,47
HymKCzQJbB8,0981,0.742,0.525,0.998,0.997,0,26
QD3L10bUnBo,1073,0.415,0.381,0.489,0.728,0,49
UgZFdrNT6W0,1235,0.460,0.153,0.706,0.983,0,118
9tyiDEYiWiA,1014,0.710,0.194,0.906,0.997,0,55
aRbLw-dU2XY,1393,0.842,0.441,0.943,0.816,0,182
0f39OWEqJ24,1216,0.118,0.217,0.678,0.978,0,125
UOfuzrwkclM,1020,0.364,0.362,0.708,0.929,0,129
GozLjpMNADg,1241,0.756,0.030,0.999,0.976,0,401
kMy-6RtoOVU,1576,0.000,0.176,0.136,0.855,0,295
jBs_XYHI7gM,0945,0.405,0.201,0.625,0.970,0,16
uq_HBsvP548,1432,0.005,0.000,0.818,0.966,0,663
Hi8QeP_VPu0,1361,0.518,0.152,0.859,0.969,0,154
xmqSaQPzL1E,1576,0.385,0.323,0.432,0.459,0,218
N1K2bEZLL_A,1417,0.286,0.071,0.989,0.975,0,156
N1K2bEZLL_A,1160,0.040,0.004,0.806,0.953,0,66
XglAvHaEtHY,0986,0.676,0.399,0.739,0.647,0,70
fZs-yXm-uUs,1070,0.486,0.193,0.542,0.352,0,45
phVLLTMzmKk,1712,0.437,0.262,0.758,0.878,0,320
HymKCzQJbB8,1413,0.446,0.013,0.875,0.973,0,375
KWoSGtglCms,1658,0.507,0.159,0.706,0.524,0,383
GozLjpMNADg,0964,0.000,0.014,0.551,0.991,0,101
zG7mx8KiavA,0933,0.055,0.133,0.461,0.982,0,0
uq_HBsvP548,1732,0.142,0.120,0.483,0.929,0,886
b50s4AlOOKY,0924,0.824,0.405,0.887,0.608,0,37
j35JnR0Q7Es,1652,0.008,0.067,0.997,0.946,0,351
2qQs3Y9OJX0,1019,0.909,0.365,0.953,0.545,0,228
ri4P2enZT9o,1458,0.126,0.031,0.351,0.995,0,117
XF87VL5T0aA,1661,0.359,0.264,0.514,0.833,0,625
F3dPH6Xqf5M,1708,0.601,0.363,0.803,0.904,0,366
phVLLTMzmKk,1147,0.288,0.187,0.591,0.986,0,98
Ksd1JQFHYWA,1395,0.658,0.060,0.905,0.990,0,407
2KpThOF_QmE,1197,0.648,0.008,0.780,0.679,0,116
Db19rWN5BGo,1798,0.094,0.061,0.500,0.974,0,536
phVLLTMzmKk,1103,0.593,0.337,0.727,0.623,0,83
-IELREHX_js,1054,0.000,0.000,0.763,1.000,0,73
rUYsoIIE37A,1401,0.000,0.349,0.225,0.851,0,379
bSZiZ4rOC7c,1286,0.040,0.124,0.308,0.830,0,141
tEoJW9ycmSY,1548,0.287,0.023,1.000,1.000,0,303
T26G6_AjJZ4,1016,0.818,0.148,0.996,0.908,0,117
LrDT25hmApw,1690,0.191,0.171,0.977,0.851,0,300
CrlfWnsS7ac,1319,0.241,0.164,0.416,0.986,0,184
Feu1_8NazPE,1022,0.370,0.175,0.612,0.614,0,72
WlgxRNCHQzw,1205,0.255,0.137,0.817,0.988,0,108
ZxQn8HVmXsY,1080,0.400,0.532,0.586,0.755,0,91
T26G6_AjJZ4,1004,0.732,0.277,0.852,0.848,0,99
rUYsoIIE37A,1728,0.906,0.301,0.999,0.873,0,677
LrDT25hmApw,1478,0.625,0.190,0.958,0.857,0,173
WlgxRNCHQzw,1764,0.375,0.043,1.000,0.975,0,426
b50s4AlOOKY,1043,0.408,0.383,0.655,0.947,0,93
T26G6_AjJZ4,1626,0.495,0.111,0.836,0.986,0,468
VRlpH1MbWUw,1385,0.557,0.107,1.000,0.744,0,164
r2llOyS-BmE,1462,0.513,0.177,0.973,0.990,0,420
4k-rTF3oZKw,1019,0.327,0.264,0.484,0.563,0,31
t0V4drbYDnc,1113,0.080,0.169,0.487,0.938,0,128
1ReZIMmD_8E,1403,0.028,0.262,0.434,0.946,0,231
gjdgj04FzR0,1274,0.391,0.167,0.943,0.985,0,243
VsYPP2I0aUQ,1263,0.512,0.178,0.742,0.994,0,121
-ZFgsrolSxo,1359,0.123,0.007,0.506,0.979,0,139
9tyiDEYiWiA,0917,0.032,0.042,0.628,0.982,0,4
2qQs3Y9OJX0,1029,0.578,0.264,0.955,0.998,0,232
BCiuXAuCKAU,1021,0.023,0.008,0.750,0.944,0,78
YYWdB7h1INo,1462,0.363,0.390,0.576,0.942,0,206
Ma2hgTmveKQ,1281,0.552,0.251,0.812,0.846,0,73
sADELCyj10I,1579,0.186,0.164,0.520,0.868,0,217
VRlpH1MbWUw,0955,0.006,0.016,0.783,0.973,0,13
zG7mx8KiavA,1029,0.220,0.060,0.489,0.969,0,1
TcB0IFBwk-k,1243,0.587,0.521,0.747,0.781,0,64
gjdgj04FzR0,1557,0.343,0.143,0.542,0.841,0,306
qBUu7cy-5Iw,1024,0.213,0.045,0.894,0.975,0,42
zR725veL-DI,1377,0.581,0.169,0.825,0.986,0,186
cWYJHb25EVs,1569,0.432,0.186,0.973,0.997,0,242
G5Yr20A5z_Q,1679,0.548,0.389,0.740,0.963,0,579
sUVhd0YTKgw,1511,0.005,0.128,0.753,0.965,0,355
_-Z6wFjXtGQ,0909,0.418,0.247,0.912,0.996,0,1
5YPjcdLbs5g,1137,0.441,0.178,0.652,0.895,0,67
Vmef_8MY46w,1082,0.224,0.084,0.777,0.917,0,124
gjdgj04FzR0,0987,0.432,0.191,0.748,0.790,0,67
J4bt4y9ShTA,0930,0.372,0.274,0.553,0.987,0,5
ri4P2enZT9o,0972,0.157,0.006,0.834,0.978,0,19
PNZQ2UJfyQE,0906,0.320,0.004,0.980,0.968,0,1
8VZEwOCQ8bc,1791,0.000,0.020,0.598,0.999,0,172
C3qk4yAMANk,1684,0.441,0.457,0.494,0.862,0,484
gjasEUDkbuc,1582,0.721,0.139,0.923,0.989,0,432
HymKCzQJbB8,1401,0.001,0.302,0.107,0.751,0,363
kMy-6RtoOVU,1479,0.190,0.010,0.677,0.987,0,246
BY3sZmvUp-0,1576,0.006,0.000,1.000,0.988,0,188
z3kgrh0L_80,1017,0.063,0.010,0.939,0.990,0,39
4k-rTF3oZKw,1172,0.342,0.120,0.852,0.979,0,247
-ZFgsrolSxo,1149,0.553,0.342,0.826,0.984,0,110
E7JcKooKVsM,1330,0.397,0.251,0.654,0.993,0,137
J4bt4y9ShTA,1421,0.416,0.117,0.960,0.989,0,233
vBbjA4tWCPg,1340,0.379,0.723,0.565,0.996,0,271
z3kgrh0L_80,1178,0.004,0.104,0.537,0.986,0,85
QMwT7DFA5O4,1273,0.175,0.000,0.891,0.990,0,110
9Rcxr3IEX4E,1033,0.797,0.218,0.855,0.398,0,84
j35JnR0Q7Es,1618,0.059,0.052,0.978,0.933,0,335
b5pRYl_djbs,1591,0.001,0.000,0.354,0.995,0,301
PNZQ2UJfyQE,1171,0.437,0.194,0.980,0.980,0,128
NEQ7Wpf-EtI,1182,0.001,0.025,0.694,1.000,0,219
9HOMUW7QNFc,0986,0.008,0.168,0.367,1.000,0,30
phVLLTMzmKk,0910,0.080,0.391,0.247,0.846,0,1
K_SpqDJnlps,0910,0.619,0.274,0.761,0.964,0,4
7nHkh4sP5Ks,1150,0.010,0.070,0.648,0.974,0,52
Ma2hgTmveKQ,0930,0.482,0.071,0.849,0.964,0,3
9tyiDEYiWiA,1691,0.349,0.065,0.739,0.968,0,294
E2jecoyAx1M,1178,0.702,0.122,1.000,0.985,0,133
phVLLTMzmKk,0919,0.299,0.136,0.641,0.779,0,10
zG7mx8KiavA,1167,0.004,0.039,0.698,1.000,0,31
xp67EC-Hvwk,1683,0.319,0.335,0.429,0.466,0,282
1ReZIMmD_8E,1129,0.350,0.312,0.482,0.563,0,46
N5UD8FGzDek,1479,0.528,0.061,0.967,0.807,0,324
rCb9-U4TArw,0908,0.351,0.122,0.635,0.996,0,0
QaIMUi-elFo,1525,0.350,0.067,0.939,1.000,0,280
cLiJgvrDlWw,1287,0.538,0.235,0.662,0.517,0,163
2DUITARAsWQ,1356,0.346,0.161,0.646,0.978,0,178
oITFHwzfw_k,1277,0.694,0.189,0.991,0.804,0,323
fNcxxBjEOgw,1167,0.320,0.007,1.000,0.974,0,219
wfEOx36N4jA,0966,0.107,0.264,0.224,0.648,0,23
tEoJW9ycmSY,1655,0.203,0.000,0.959,0.999,0,351
N7baJsMszJ0,1298,0.543,0.027,0.996,0.979,0,423
bAVXp1oGjHA,1148,0.132,0.060,0.921,0.979,0,122
jqZpiHlJUig,1390,0.430,0.665,0.471,0.867,0,525
5milLu-6bWI,0939,0.230,0.359,0.636,0.975,0,9
N0Dt9i9IUNg,1222,0.271,0.187,0.433,0.968,0,45
aRbLw-dU2XY,1061,0.537,0.372,0.695,0.773,0,72
9bK05eBt1GM,1037,0.082,0.106,0.873,0.911,0,139
kAsz-76DTDE,1074,0.360,0.194,0.704,0.755,0,46
HJzgJ9ZjvJk,1280,0.031,0.274,0.442,0.803,0,175
bhlFavrh7WU,1569,0.139,0.701,0.246,0.991,0,177
J1jDc2rTJlg,1097,0.521,0.325,1.000,0.965,0,90
g1wyIcLPbq0,1651,0.006,0.303,0.388,0.978,0,427
M6cgEs9JgDo,1547,0.086,0.085,0.769,0.984,0,208
I8j6Xq2B5ys,1412,0.858,0.236,0.943,0.425,0,310
D8Vhxbho1fY,1378,0.599,0.032,1.000,0.985,0,323
NEQ7Wpf-EtI,0903,0.105,0.039,0.897,0.998,0,0
